"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Derris elliptica (Wall.) Benth.","species","Plantae","alien","null","present","Cook Islands","COK","Derris elliptica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Eragrostis amabilis (L.) Wight & Arn.","species","Plantae","alien","null","present","Cook Islands","COK","Eragrostis amabilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.","species","Plantae","alien","null","present","Cook Islands","COK","Cortaderia selloana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Cryptostegia madagascariensis Boj.","species","Plantae","alien","invasive","present","Cook Islands","COK","Cryptostegia madagascariensis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Amaranthus viridis L.","species","Plantae","alien","null","present","Cook Islands","COK","Amaranthus viridis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Senna tora (L.) Roxb.","species","Plantae","alien","invasive","present","Cook Islands","COK","Senna tora","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Merremia peltata (L.) Merr.","species","Plantae","alien","invasive","present","Cook Islands","COK","Merremia peltata","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Euphorbia maculata L.","species","Plantae","alien","invasive","present","Cook Islands","COK","Euphorbia maculata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Macroptilium atropurpureum (DC.) Urb.","species","Plantae","alien","invasive","present","Cook Islands","COK","Macroptilium atropurpureum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Oxalis corniculata L.","species","Plantae","alien","invasive","present","Cook Islands","COK","Oxalis corniculata","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","[""terrestrial""]",
"Ocimum basilicum L.","species","Plantae","alien","null","present","Cook Islands","COK","Ocimum basilicum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Elephantopus mollis Kunth","species","Plantae","alien","invasive","present","Cook Islands","COK","Elephantopus mollis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Sceliphron caementarium (Drury, 1773)","species","Animalia","alien","null","present","Cook Islands","COK","Sceliphron caementarium","Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","[""terrestrial""]",
"Asclepias curassavica L.","species","Plantae","alien","null","present","Cook Islands","COK","Asclepias curassavica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Capra hircus Linnaeus, 1758","species","Animalia","alien","null","present","Cook Islands","COK","Capra hircus","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","[""terrestrial""]",
"Paspalum urvillei Steud.","species","Plantae","alien","null","present","Cook Islands","COK","Paspalum urvillei","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Azolla filiculoides Lam.","species","Plantae","alien","invasive","present","Cook Islands","COK","Azolla filiculoides","Plantae","Tracheophyta","Polypodiopsida","Salviniales","Salviniaceae","[""freshwater""]",
"Celosia argentea L.","species","Plantae","alien","null","present","Cook Islands","COK","Celosia argentea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Richardia brasiliensis Gomes","species","Plantae","alien","invasive","present","Cook Islands","COK","Richardia brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Ipomoea violacea L.","species","Plantae","alien","null","present","Cook Islands","COK","Ipomoea violacea","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Anoplolepis gracilipes (Smith, 1857)","species","Animalia","alien","null","present","Cook Islands","COK","Anoplolepis gracilipes","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Cyperus cyperoides (L.) Kuntze","species","Plantae","alien","null","present","Cook Islands","COK","Cyperus cyperoides","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Acridotheres tristis (Linnaeus, 1766)","species","Animalia","alien","invasive","present","Cook Islands","COK","Acridotheres tristis","Animalia","Chordata","Aves","Passeriformes","Sturnidae","[""terrestrial""]",
"Metrosideros collina (J.R.Forst. & G.Forst.) A.Gray","species","Plantae","alien","invasive","present","Cook Islands","COK","Metrosideros collina","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]",
"Passiflora ligularis A. Juss.","species","Plantae","alien","null","present","Cook Islands","COK","Passiflora ligularis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","[""terrestrial""]",
"Delta esuriens (Fabricius, 1787)","species","Animalia","alien","null","present","Cook Islands","COK","Delta esuriens","Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","[""terrestrial""]",
"Ficus rubiginosa Desf.","species","Plantae","alien","null","present","Cook Islands","COK","Ficus rubiginosa","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","[""terrestrial""]",
"Bothriochloa pertusa (L.) A.Camus","species","Plantae","alien","null","present","Cook Islands","COK","Bothriochloa pertusa","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Acacia mearnsii De Wild.","species","Plantae","alien","invasive","present","Cook Islands","COK","Acacia mearnsii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Phyllostachys nigra (Lodd. ex Lindl.) Munro","species","Plantae","alien","null","present","Cook Islands","COK","Phyllostachys nigra","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
