"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Clerodendrum paniculatum L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Clerodendrum paniculatum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Aeschynomene americana L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Aeschynomene americana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Capsicum frutescens L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Capsicum frutescens","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Oreochromis mossambicus (Peters, 1852)","species","Animalia","alien","null","present","Timor-Leste","TLS","Oreochromis mossambicus","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","[""freshwater"",""brackish""]",
"Euphorbia heterophylla L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Euphorbia heterophylla","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Ruellia blechum L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Ruellia blechum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Aristida adscensionis L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Aristida adscensionis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Bryophyllum proliferum Bowie ex Hook.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Kalanchoe prolifera","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","[""terrestrial""]",
"Artemisia verlotiorum Lamotte","species","Plantae","alien","null","present","Timor-Leste","TLS","Artemisia verlotiorum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Barleria lupulina Lindl.","species","Plantae","alien","null","present","Timor-Leste","TLS","Barleria lupulina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Physalis angulata L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Physalis angulata","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Desmanthus pernambucanus Thell.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Desmanthus pernambucanus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Digitaria bicornis (Lam.) Roem. & Schult.","species","Plantae","alien","null","present","Timor-Leste","TLS","Digitaria bicornis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Rivina humilis L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Rivina humilis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","[""terrestrial""]",
"Veronica persica Poir.","species","Plantae","alien","null","present","Timor-Leste","TLS","Veronica persica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","[""terrestrial""]",
"Melinis minutiflora P.Beauv.","species","Plantae","alien","null","present","Timor-Leste","TLS","Melinis minutiflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Senna alata (L.) Roxb.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Senna alata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Cynodon dactylon (L.) Pers.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Cynodon dactylon","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Mussaenda philippica A.Rich.","species","Plantae","alien","null","present","Timor-Leste","TLS","Mussaenda philippica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Aerva lanata (L.) Juss.","species","Plantae","alien","null","present","Timor-Leste","TLS","Aerva lanata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Stachytarpheta australis Moldenke","species","Plantae","alien","null","present","Timor-Leste","TLS","Stachytarpheta cayennensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","[""terrestrial""]",
"Acacia mearnsii De Wild.","species","Plantae","alien","null","present","Timor-Leste","TLS","Acacia mearnsii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Sida acuta Burm.f.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Sida acuta","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Crotalaria incana L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Crotalaria incana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Commelina benghalensis L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Commelina benghalensis","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","[""terrestrial""]",
"Callisia repens L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Callisia repens","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","[""terrestrial""]",
"Heliotropium indicum L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Heliotropium indicum","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Heliotropiaceae","[""terrestrial""]",
"Amaranthus viridis L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Amaranthus viridis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Pelodiscus sinensis (Wiegmann, 1835)","species","Animalia","alien","null","present","Timor-Leste","TLS","Pelodiscus sinensis","Animalia","Chordata","Reptilia","Testudines","Trionychidae","[""terrestrial"",""freshwater""]",
"Cenchrus ciliaris L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Cenchrus ciliaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Vulpia bromoides (L.) Gray","species","Plantae","alien","null","present","Timor-Leste","TLS","Vulpia bromoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Alternanthera sessilis (L.) DC.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Alternanthera sessilis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial"",""freshwater""]",
"Moorochloa eruciformis (Sm.) Veldkamp","species","Plantae","alien","null","present","Timor-Leste","TLS","Brachiaria eruciformis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Martynia annua L.","species","Plantae","alien","invasive","present","Timor-Leste","TLS","Martynia annua","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Martyniaceae","[""terrestrial""]",
"Codiaeum variegatum (L.) A.Juss.","species","Plantae","alien","null","present","Timor-Leste","TLS","Codiaeum variegatum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Tephrosia noctiflora Baker","species","Plantae","alien","null","present","Timor-Leste","TLS","Tephrosia noctiflora","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Anoplolepis gracilipes (Smith, 1857)","species","Animalia","alien","null","present","Timor-Leste","TLS","Anoplolepis gracilipes","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Oldenlandia corymbosa L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Oldenlandia corymbosa","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Ipomoea purpurea (L.) Roth","species","Plantae","alien","null","present","Timor-Leste","TLS","Ipomoea purpurea","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Urena lobata L.","species","Plantae","alien","null","present","Timor-Leste","TLS","Urena lobata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
