"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Salvia occidentalis Sw.","species","Plantae","alien","null","present","Niue","NIU","Salvia occidentalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Amaranthus viridis","species","Plantae","alien","invasive","present","Niue","NIU","Amaranthus viridis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Sorghum drummondii (Nees ex Steud.) Millsp. & Chase","species","Plantae","alien","invasive","present","Niue","NIU","Sorghum drummondii","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Melinis minutiflora P.Beauv.","species","Plantae","alien","invasive","present","Niue","NIU","Melinis minutiflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Catharanthus roseus (L.) G.Don","species","Plantae","alien","null","present","Niue","NIU","Catharanthus roseus","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Desmodium uncinatum DC.","species","Plantae","alien","null","present","Niue","NIU","Desmodium uncinatum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Gossypium barbadense Raf.","species","Plantae","alien","null","present","Niue","NIU","Gossypium barbadense","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Bemisia tabaci (Gennadius, 1889)","species","Animalia","alien","null","present","Niue","NIU","Bemisia tabaci","Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","[""host""]",
"Digitaria violascens Link","species","Plantae","alien","invasive","present","Niue","NIU","Digitaria violascens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Schefflera actinophylla Harms","species","Plantae","alien","invasive","present","Niue","NIU","Schefflera actinophylla","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","[""terrestrial""]",
"Eragrostis minor Host","species","Plantae","alien","invasive","present","Niue","NIU","Eragrostis minor","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Calotropis procera (Aiton) W.T.Aiton","species","Plantae","alien","invasive","present","Niue","NIU","Calotropis procera","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Teucrium vesicarium Mill.","species","Plantae","alien","invasive","present","Niue","NIU","Teucrium vesicarium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Luffa aegyptiaca Mill.","species","Plantae","alien","invasive","present","Niue","NIU","Luffa aegyptiaca","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","[""terrestrial""]",
"Pilea microphylla Liebm.","species","Plantae","alien","null","present","Niue","NIU","Pilea microphylla","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","[""terrestrial""]",
"Aedes aegypti (Linnaeus, 1762)","species","Animalia","alien","null","present","Niue","NIU","Aedes aegypti","Animalia","Arthropoda","Insecta","Diptera","Culicidae","[""terrestrial"",""freshwater""]",
"Clerodendrum speciosissimum Drapiez","species","Plantae","alien","invasive","present","Niue","NIU","Clerodendrum speciosissimum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Hedychium flavescens Carey ex Rosc.","species","Plantae","alien","invasive","present","Niue","NIU","Hedychium flavescens","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","[""terrestrial""]",
"Paratrechina bourbonica (Forel, 1886)","species","Animalia","alien","null","present","Niue","NIU","Paratrechina bourbonica","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Crotalaria anagyroides Humb. & al.","species","Plantae","alien","invasive","present","Niue","NIU","Crotalaria anagyroides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Coleus scutellarioides (L.) Benth.","species","Plantae","alien","invasive","present","Niue","NIU","Coleus scutellarioides","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Senna occidentalis (L.) Link","species","Plantae","alien","null","present","Niue","NIU","Senna occidentalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Synedrella nodiflora Gaertn.","species","Plantae","alien","null","present","Niue","NIU",,,,,,,,
"Euphorbia heterophylla L.","species","Plantae","alien","invasive","present","Niue","NIU","Euphorbia heterophylla","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Cyperus rotundus L.","species","Plantae","alien","invasive","present","Niue","NIU","Cyperus rotundus","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Russelia equisetiformis Schltdl. & Cham.","species","Plantae","alien","null","present","Niue","NIU","Russelia equisetiformis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","[""terrestrial""]",
"Aristolochia elegans Mast.","species","Plantae","alien","null","present","Niue","NIU","Aristolochia elegans","Plantae","Tracheophyta","Magnoliopsida","Piperales","Aristolochiaceae","[""terrestrial""]",
"Plantago lanceolata L.","species","Plantae","alien","null","present","Niue","NIU","Plantago lanceolata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","[""terrestrial""]",
"Oldenlandia corymbosa L.","species","Plantae","alien","null","present","Niue","NIU","Oldenlandia corymbosa","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Solanum americanum Mill.","species","Plantae","alien","invasive","present","Niue","NIU","Solanum americanum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Calopogonium mucunoides Desv.","species","Plantae","alien","invasive","present","Niue","NIU","Calopogonium mucunoides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Spermacoce verticillata L.","species","Plantae","alien","invasive","present","Niue","NIU","Spermacoce verticillata","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Macroptilium lathyroides Urb.","species","Plantae","alien","null","present","Niue","NIU","Macroptilium lathyroides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Mesosphaerum suaveolens Kuntze","species","Plantae","alien","invasive","present","Niue","NIU","Mesosphaerum suaveolens","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Mangifera indica L.","species","Plantae","alien","invasive","present","Niue","NIU","Mangifera indica","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","[""terrestrial""]",
"Urochloa glumaris (Trin.) Veldkamp","species","Plantae","alien","null","present","Niue","NIU","Urochloa glumaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Eucalyptus paniculata Sm.","species","Plantae","alien","null","present","Niue","NIU","Eucalyptus paniculata","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]",
"Bambusa vulgaris Schrad. ex J.C.Wendl.","species","Plantae","alien","invasive","present","Niue","NIU","Bambusa vulgaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Allamanda cathartica L.","species","Plantae","alien","invasive","present","Niue","NIU","Allamanda cathartica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Ipomoea triloba L.","species","Plantae","alien","null","present","Niue","NIU","Ipomoea triloba","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Hypoponera punctatissima (Roger, 1859)","species","Animalia","alien","null","present","Niue","NIU","Hypoponera punctatissima","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
