"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat"
"Eichhornia crassipes Solms","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Eichhornia crassipes","Plantae","Tracheophyta","Liliopsida","Commelinales","Pontederiaceae","[""freshwater""]"
"Monopterus albus (Zuiew, 1793)","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Monopterus albus","Animalia","Chordata","Actinopterygii","Synbranchiformes","Synbranchidae","[""freshwater"",""brackish""]"
"Artocarpus altilis (Parkinson) Fosberg","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Artocarpus altilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","[""terrestrial""]"
"Bauhinia purpurea L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Bauhinia purpurea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Pistia stratiotes L.","species","Plantae","alien","invasive","present","Brunei Darussalam","BRN","Pistia stratiotes","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""freshwater""]"
"Calopogonium mucunoides Desv.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Calopogonium mucunoides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Clidemia hirta D.Don","species","Plantae","alien","invasive","present","Brunei Darussalam","BRN","Clidemia hirta","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","[""terrestrial""]"
"Echinochloa crus-galli (L.) P.Beauv.","species","Plantae","alien","invasive","present","Brunei Darussalam","BRN","Echinochloa crus-galli","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Mimosa pigra L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Mimosa pigra","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Rottboellia cochinchinensis (Lour.) Clayton","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Rottboellia cochinchinensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Averrhoa bilimbi L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Averrhoa bilimbi","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","[""terrestrial""]"
"Centrosema pubescens Benth.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Centrosema pubescens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Albizia saman (Jacq.) Merr.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Albizia saman","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]"
"Paspalum distichum L.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Paspalum distichum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]"
"Pomacea canaliculata (Lamarck, 1822)","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Pomacea canaliculata","Animalia","Mollusca","Gastropoda","Architaenioglossa","Ampullariidae","[""freshwater""]"
"Clarias camerunensis Lönnberg, 1895","species","Animalia","alien","null","present","Brunei Darussalam","BRN","Clarias camerunensis","Animalia","Chordata","Actinopterygii","Siluriformes","Clariidae","[""freshwater""]"
"Sparganophorus sparganophora (L.) C.Jeffrey","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Struchium sparganophorum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial"",""freshwater""]"
"Erechtites valerianifolius DC.","species","Plantae","alien","null","present","Brunei Darussalam","BRN","Erechtites valerianifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]"
