"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Lumbricus rubellus Hoffmeister, 1843","species","Animalia","alien","null","present","South Africa","ZAF","Lumbricus rubellus","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","[""terrestrial""]",
"Heterodon nasicus Baird & Girard, 1852","species","Animalia","alien","null","present","South Africa","ZAF","Heterodon nasicus","Animalia","Chordata","Reptilia","Squamata","Colubridae","[""terrestrial""]",
"Melilotus indicus (L.) All.","species","Plantae","alien","null","present","South Africa","ZAF","Melilotus indicus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Phelsuma madagascariensis Gray, 1831","species","Animalia","alien","null","present","South Africa","ZAF","Phelsuma madagascariensis","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","[""terrestrial""]",
"Briza minor L.","species","Plantae","alien","null","present","South Africa","ZAF","Briza minor","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Cestrum aurantiacum sp. lindley","species","Plantae","alien","invasive","present","South Africa","ZAF","Cestrum aurantiacum","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Megaskepasma erythrochlamys Lindau","species","Plantae","alien","null","present","South Africa","ZAF","Megaskepasma erythrochlamys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Martesia striata (Linnaeus, 1758)","species","Animalia","alien","null","present","South Africa","ZAF","Martesia striata","Animalia","Mollusca","Bivalvia","Myoida","Pholadidae","[""brackish"",""marine""]",
"Tradescantia spathacea Sw.","species","Plantae","alien","null","present","South Africa","ZAF","Tradescantia spathacea","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","[""terrestrial""]",
"Cleome gynandra L.","species","Plantae","alien","null","present","South Africa","ZAF","Cleome gynandra","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Cleomaceae","[""terrestrial""]",
"Cylindropuntia imbricata (Haw.) F.M. Knuth","species","Plantae","alien","null","present","South Africa","ZAF","Cylindropuntia imbricata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","[""terrestrial""]",
"Oxalis latifolia Kunth","species","Plantae","alien","null","present","South Africa","ZAF","Oxalis latifolia","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","[""terrestrial""]",
"Richardia brasiliensis Gomes","species","Plantae","alien","null","present","South Africa","ZAF","Richardia brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Eunectes notaeus Cope, 1862","species","Animalia","alien","null","present","South Africa","ZAF","Eunectes notaeus","Animalia","Chordata","Reptilia","Squamata","Boidae","[""terrestrial""]",
"Myoporum montanum R. Br.","species","Plantae","alien","invasive","present","South Africa","ZAF","Myoporum tenuifolium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","[""terrestrial""]",
"Hermetia illucens (Linnaeus, 1758)","species","Animalia","alien","null","present","South Africa","ZAF","Hermetia illucens","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","[""terrestrial""]",
"Calendula arvensis","species","Plantae","alien","null","present","South Africa","ZAF","Calendula arvensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Perna viridis (Linnaeus, 1758)","species","Animalia","alien","null","present","South Africa","ZAF","Perna viridis","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","[""marine""]",
"Brugmansia arborea (L.) Steud.","species","Plantae","alien","null","present","South Africa","ZAF","Brugmansia arborea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Bromus rigidus Roth","species","Plantae","alien","null","present","South Africa","ZAF","Bromus rigidus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Atriplex inflata F. Muell.","species","Plantae","alien","invasive","present","South Africa","ZAF","Atriplex lindleyi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Scutellaria racemosa Pers.","species","Plantae","alien","null","present","South Africa","ZAF","Scutellaria racemosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Agrostis stolonifera L.","species","Plantae","alien","null","present","South Africa","ZAF","Agrostis stolonifera","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Duchesnea indica (Jacks.) Focke","species","Plantae","alien","invasive","present","South Africa","ZAF","Potentilla indica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Portulaca oleracea L.","species","Plantae","alien","null","present","South Africa","ZAF","Portulaca oleracea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","[""terrestrial""]",
"Sanguisorba minor","species","Plantae","alien","null","present","South Africa","ZAF","Sanguisorba minor","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Bryophyllum fedtschenkoi (Hamet & Perr.) Lauzac-Marchal","species","Plantae","alien","null","present","South Africa","ZAF","Kalanchoe fedtschenkoi","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","[""terrestrial""]",
"Macadamia integrifolia Maiden & Betche","species","Plantae","alien","null","present","South Africa","ZAF","Macadamia integrifolia","Plantae","Tracheophyta","Magnoliopsida","Proteales","Proteaceae","[""terrestrial""]",
"Drymarchon couperi (Holbrook, 1842)","species","Animalia","alien","null","present","South Africa","ZAF","Drymarchon couperi","Animalia","Chordata","Reptilia","Squamata","Colubridae","[""terrestrial""]",
"Alternanthera nodiflora R. Br.","species","Plantae","alien","invasive","present","South Africa","ZAF","Alternanthera sessilis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial"",""freshwater""]",
"Ephestia kuehniella Zeller, 1879","species","Animalia","alien","null","present","South Africa","ZAF","Ephestia kuehniella","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","[""terrestrial""]",
"Mytilus galloprovincialis Lamarck, 1819","species","Animalia","alien","invasive","present","South Africa","ZAF","Mytilus galloprovincialis","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","[""marine""]",
"Passiflora caerulea L.","species","Plantae","alien","invasive","present","South Africa","ZAF","Passiflora caerulea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","[""terrestrial""]",
"Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.","species","Plantae","alien","null","present","South Africa","ZAF","Alpinia zerumbet","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","[""terrestrial""]",
"Leucospermum gerrardii Stapf","species","Plantae","alien","null","present","South Africa","ZAF","Leucospermum gerrardii","Plantae","Tracheophyta","Magnoliopsida","Proteales","Proteaceae","[""terrestrial""]",
"Citrus x sinensis Pers.","hybrid_formula","Plantae","alien","null","present","South Africa","ZAF","Citrus sinensis","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","[""terrestrial""]",
"Protea burchellii Stapf","species","Plantae","alien","null","present","South Africa","ZAF","Protea burchellii","Plantae","Tracheophyta","Magnoliopsida","Proteales","Proteaceae","[""terrestrial""]",
"Pupalia lappacea (L.) Juss.","species","Plantae","alien","null","present","South Africa","ZAF","Pupalia lappacea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Punica granatum L.","species","Plantae","alien","null","present","South Africa","ZAF","Punica granatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","[""terrestrial""]",
"Salix caprea L.","species","Plantae","alien","invasive","present","South Africa","ZAF","Salix caprea","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","[""terrestrial""]",
"Cynodon aethiopicus Clayton & J.R.Harlan","species","Plantae","alien","null","present","South Africa","ZAF","Cynodon aethiopicus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Malus pumila Mill.","species","Plantae","alien","null","present","South Africa","ZAF","Malus pumila","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Arenaria diffusa Elliott","species","Plantae","alien","null","present","South Africa","ZAF","Arenaria lanuginosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Limnoria tripunctata Menzies, 1951","species","Animalia","alien","null","present","South Africa","ZAF","Limnoria tripunctata","Animalia","Arthropoda","Malacostraca","Isopoda","Limnoriidae","[""marine""]",
"Evania appendigaster (Linnaeus, 1758)","species","Animalia","alien","null","present","South Africa","ZAF","Evania appendigaster","Animalia","Arthropoda","Insecta","Hymenoptera","Evaniidae","[""host""]",
"Enoggera reticulata Naumann, 1991","species","Animalia","alien","null","present","South Africa","ZAF","Enoggera reticulata","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","[""terrestrial""]",
"Gamochaeta pensylvanica (Willd.) Cabrera","species","Plantae","alien","null","present","South Africa","ZAF","Gnaphalium pensylvanicum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Melaleuca incana subsp. incana","subspecies","Plantae","alien","null","present","South Africa","ZAF","Melaleuca incana","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]",
"Dysphania ambrosioides (L.) Mosyakin & Clemants","species","Plantae","alien","null","present","South Africa","ZAF","Dysphania ambrosioides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Melaleuca diosmifolia Andrews","species","Plantae","alien","null","present","South Africa","ZAF","Melaleuca diosmifolia","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","[""terrestrial""]",
"Bryophyllum pinnatum Kurz","species","Plantae","alien","null","present","South Africa","ZAF","Bryophyllum pinnatum","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","[""terrestrial""]",
"Phytophthora pinifolia Alv. Durán, Gryzenh. & M.J. Wingf., 2008","species","Chromista","alien","null","present","South Africa","ZAF","Phytophthora pinifolia","Chromista","Oomycota","Peronosporea","Peronosporales","Peronosporaceae","[""host""]",
"Pentanema indicum (L.)","species","Plantae","alien","null","present","South Africa","ZAF","Pentanema indicum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Tibouchina granulosa (Desr.) Cogn.","species","Plantae","alien","null","present","South Africa","ZAF","Tibouchina granulosa","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Melastomataceae","[""terrestrial""]",
"Circulifer tenellus (Baker, 1896) Baker, 1896","species","Animalia","alien","null","present","South Africa","ZAF","Circulifer tenellus","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","[""host""]",
"Euphorbia leucocephala Lotsy","species","Plantae","alien","null","present","South Africa","ZAF","Euphorbia leucocephala","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Tradescantia zebrina Bosse","species","Plantae","alien","invasive","present","South Africa","ZAF","Tradescantia zebrina","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","[""terrestrial""]",
"Caucalis platycarpos L.","species","Plantae","alien","null","present","South Africa","ZAF","Caucalis platycarpos","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Sphaeroma walkeri Stebbing, 1905","species","Animalia","alien","null","present","South Africa","ZAF","Sphaeroma walkeri","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","[""brackish""]",
"Asclepias curassavica L.","species","Plantae","alien","null","present","South Africa","ZAF","Asclepias curassavica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Glebionis coronaria (L.) Tzvelev","species","Plantae","alien","null","present","South Africa","ZAF","Glebionis coronaria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Phoenix dactylifera L.","species","Plantae","alien","null","present","South Africa","ZAF","Phoenix dactylifera","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","[""terrestrial""]",
"Pulex irritans Linnaeus, 1758","species","Animalia","alien","null","present","South Africa","ZAF","Pulex irritans","Animalia","Arthropoda","Insecta","Siphonaptera","Pulicidae","[""host""]",
"Antaresia maculosa (Peters, 1873)","species","Animalia","alien","null","present","South Africa","ZAF","Antaresia maculosa","Animalia","Chordata","Reptilia","Squamata","Pythonidae","[""terrestrial""]",
"Gaura lindheimeri Engelm. & Gray","species","Plantae","alien","null","present","South Africa","ZAF","Oenothera lindheimeri","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","[""terrestrial""]",
"Octolasion lacteum (Orley, 1885) Orley, 1885","species","Animalia","alien","null","present","South Africa","ZAF","Octolasion lacteum","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","[""terrestrial""]",
"Milax gagates (Draparnaud, 1801)","species","Animalia","alien","null","present","South Africa","ZAF","Milax gagates","Animalia","Mollusca","Gastropoda","Stylommatophora","Milacidae","[""terrestrial""]",
"Tragus berteronianus Schult.","species","Plantae","alien","null","present","South Africa","ZAF","Tragus berteronianus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Jassa morinoi Conlan, 1990","species","Animalia","alien","null","present","South Africa","ZAF","Jassa morinoi","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","[""marine""]",
"Hydrangea macrophylla (Thunb.) Seringe","species","Plantae","alien","null","present","South Africa","ZAF","Hydrangea macrophylla","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","[""terrestrial""]",
"Paulinia acuminata (De Geer, 1773)","species","Animalia","alien","null","present","South Africa","ZAF","Paulinia acuminata","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","[""terrestrial""]",
"Apium graveolens L.","species","Plantae","alien","null","present","South Africa","ZAF","Apium graveolens","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Argemone ochroleuca subsp. ochroleuca","subspecies","Plantae","alien","null","present","South Africa","ZAF","Argemone ochroleuca","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","[""terrestrial""]",
